id,title,description,date,start_time,end_time,venue,room,speakers,knowledge_partners,session_type,event_id,add_to_calendar,notes
5093,AI and India's Economic Growth: Sectoral Impact and the Road Ahead,"This session explores AI as a catalyst for India's inclusive economic growth, highlighting its sectoral impact across industry, services, governance, agriculture, finance, healthcare, and MSMEs. It examines how AI enhances productivity, efficiency, and competitiveness while reducing leakages and enabling innovation. The discussion also outlines key challenges, policy linkages, and the evolving role of Chartered Accountants in AI governance, assurance, and value creation.",2026-02-17,09:30:00.000,,Bharat Mandapam,L2 Audi 1,CA. Anand Prakash Jangid; CA. Charanjot Singh Nanda; CA. Dayaniwas Sharma; CA. Harpreet Singh; CA. Narasimhan Elangovan; CA. Prabhaw Kumar Agarwalla; CA. Prasanna Kumar D; CA. R. Vittal Raj; CA. Umesh Sharma,Institute of Chartered Accountants of India,Main Summit Session,69130e301f189a6200535502,True,
5169,From AI Innovation to Nation-Building,This session will include a leadership talk and keynote addresses on AI for economic development and social good.,2026-02-17,09:30:00.000,,Sushma Swaraj Bhavan,Nalanda Banquet,2. Prof. S Ravi Kiran; Dr. Amol Gite; Mr. Anirudh Srinivasan; Prof. Ganesh Ramakrishnan,"BharatGen, TIH for IoT & IoE, IIT Bombay.",Main Summit Session,691733b05d05f4811c98636c,True,
5103,From Algorithms to Outcomes: Building AI that Works for People,"This session will kick off the daylong event 'AI For Social Good: Impact That Works', featuring a Nobel laureate, international researchers, members of Indian and international civil society, prominent industry leaders and senior members of the Government of India. This session will feature plenaries and a fireside chat on how research agendas can be aligned with government priorities so that AI adoption and scale-up decisions can be driven by rigorous evidence.",2026-02-17,09:30:00.000,,Bharat Mandapam,L2 Audi 2,"Iqbal Dhaliwal; Michael Kremer; S. Krishnan, IAS",J-PAL,Main Summit Session,IA21-01,True,
5125,Safeguarding Children in India's AI Future: Towards Child-Centric AI Policy and Governance,"As India advances ambitious national AI strategies and positions itself as a global AI leader, the governance choices made today will have long-term 
consequences for children's rights, safety, dignity and development. Children are not merely 'users' 
of AI systems; they are deeply embedded within algorithmic ecosystems that mediate opportunities 
and risks.",2026-02-17,09:30:00.000,,Bharat Mandapam,West Wing Room 4 B,"Mr. Ashish Jaiman,; Ms. Karuna Nain,; Ms. N.S. Nappinai,; Ms. Natasha Jog,; Ms. Pragya Mishra,","Institute for Governance, Policies and Politics, New Delhi",Main Summit Session,6915abdd5d05f4811c974f04,True,
5188,"Building a Trusted and Resilient AI Infrastructure Ecosystem: Balancing Innovation, Security, and Rights","This panel will examine principles and infrastructure for a secure, trusted AI ecosystem. It will showcase global and Indian best practices in governance, transparency, and accountability, while exploring how policy frameworks and innovation can responsibly accelerate adoption. Speakers will address challenges such as interoperability gaps, data security, and ethical deployment. The session emphasizes strategies for safe, scalable, resilient, and inclusive AI transformation, balancing innovation with responsible implementation to strengthen trust and sustainability.",2026-02-17,09:30:00.000,,Bharat Mandapam,West Wing Room No. 6,Ankit Bose; Mr. Chengetai Masango; Mr. Raju Vegesna; Ms. Amrita Choudhury; Ms. Shahana Chaterji,Sify Technologies Limited,Main Summit Session,69183f4059272e76d28a8be2,True,
5138,"From Insights to Action for Resilient, High-Performance Data Centres","As AI-driven computing demand accelerates, data centers are emerging as complex, dynamic loads on modern power systems. This session examines how AI and advanced energy technologies are being deployed to enable resilient, flexible, and high-performance AI data center infrastructure. It features applied research about hybrid grid architectures, advanced cooling and geothermal systems, predictive digital twins, geospatial and transmission siting and planning tools, and the ARIES platform for large-scale testing and risk reduction.",2026-02-17,09:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 6,Mr. Ben Kroposki; Mr. Jal Desai; Mr. Reji Kumar; Ms. Jaquelin Cochran,U.S. Department of Energy (DOE) National Renewable Energy Laboratory (NREL),Main Summit Session,691690275d05f4811c97e518,True,
5309,"AI for Impact - Global South Forum: Shared Solutions, Shared Futures","AI for Impact - Global South Forum brings together policymakers, practitioners, and partners to share what works, and what doesn't, in using AI for public good. Informed by dialogues in Kigali and Nairobi, the forum focuses on moving beyond small pilots to solutions that work within real budgets, infrastructure, and capacity. It examines how countries can build reliable systems and highlights practical approaches to scaling AI responsibly, strengthening institutions, and delivering lasting public value.",2026-02-17,09:30:00.000,,Sushma Swaraj Bhavan,Chanakya Auditorium,Caroline Mbindyo; Lacina Kone; Nakul Jain; Robert Opp; Sunil Wadhwani,Wadhwani AI,Main Summit Session,692a9e326301504975ecd2dc,True,
5200,Scaling impact from India's Soverign AI and Data,"India and many nations are advancing indigenous generative AI to meet local linguistic, cultural, and governance needs while strengthening technology sovereignty. However, models alone cannot deliver national-scale value. Real impact depends on sovereign infrastructure, robust deployment stacks, clear use-case maturity, scalable architectures, and advanced AI research. This panel examines these critical dependencies and imperatives required to translate indigenous AI capabilities into inclusive, measurable outcomes for citizens, the economy, and public institutions.",2026-02-17,09:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 10,"Amit Sheth; Amith Singhee; Ana Paula Assis; Rajiv Chetwani; Rishi Bal; Sandip Patel; Shri P S Pradyumna IAS; Shri. Abhishek Singh, IAS; Tanvi Lall",IBM,Main Summit Session,6918a29fe67b6cd277567d88,True,
5169,From AI Innovation to Nation-Building,This session will include a leadership talk and keynote addresses on AI for economic development and social good.,2026-02-17,09:30:00.000,,Sushma Swaraj Bhavan,Nalanda Banquet,2. Prof. S Ravi Kiran; Dr. Amol Gite; Mr. Anirudh Srinivasan; Prof. Ganesh Ramakrishnan,"BharatGen, TIH for IoT & IoE, IIT Bombay.",Main Summit Session,691733b05d05f4811c98636c,True,
5524,The AI Infrastructure Story: Data Centres and Cloud in Action,"This session explores India’s evolving AI infrastructure stack, from sovereign, secure hyperscale data centres to sustainable cooling, green energy integration, cloud-delivered AI services, and edge computing. It will examine how resilient, energy-efficient, and distributed compute architectures can support India’s AI ambitions while balancing scale, sustainability, security, and accessibility across sectors and geographies.",2026-02-17,10:00:00.000,11:30:00.000,Bharat Mandapam - Expo Area,Hall No. 5 First Floor - Session Hall 1,,"STPI, ESDS & Yotta",,,,
5105,AI in Health: Saving Lives at Scale,"Can AI innovation help in diagnosing silent heart attacks to deliver measurable health gains for underserved populations at scale? Hear from a leading international researcher, and an expert panel, about how rigorous evidence from randomised evaluations can distinguish promising ideas from solutions, and strengthen health systems. Showcasing on-ground evidence, participants will understand what it takes to make AI work in practice - aligning technology with frontline workflows and governance structures, and generating actionable evidence for sustainable improvements in healthcare delivery.",2026-02-17,10:20:00.000,,Bharat Mandapam,L2 Audi 2,"Aimee Barnes; Rob Sherman; Senthil Kumar, IAS; Shahed Alam; Ziad Obermeyer",J-PAL,Main Summit Session,IA21-02,True,
5396,"Data, People, and Pre-Empting Mass Exclusion: Building Ethical AI as Digital Public Infrastructure","This is a focused session examining how AI in public services can unintentionally exclude vulnerable communities and how such risks can be anticipated and mitigated. Anchored in community-centric design and inclusive data governance, the discussion will connect grassroots realities with ethics, policy, and safety perspectives, positioning AI as a transparent, accountable, and people-first Digital Public Infrastructure that enables social empowerment rather than mass exclusion.",2026-02-17,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 8,Arpita Kanjilal; Dr. Bhavani Rao R; Jayesh Ranjan; Nicolas Miailhe; Osama Manzar; Paola Galvez Callirgos; Ram Papatla,Digital Empowerment Foundation,Main Summit Session,692c1c128c2fe8ea632625ad,True,
5231,AI for Her: Catalyst Women Leaders Driving Responsible and Inclusive AI,"The session will cover responsible AI frameworks, mitigation of gender and data biases, and the translation of national AI policies into real-world applications across health, education, and social sectors. It will also address access to capital, mentorship, and ecosystem support required to scale women-led AI innovations. Through a moderated panel discussion, global technology leaders, policymakers, and founders will share practical insights on building safe and trusted AI systems while nurturing future women technologists.",2026-02-17,10:30:00.000,,Sushma Swaraj Bhavan,Shakuntalam Banquet,Ms Anna Roy; Ms Annapurna Vishwanathan; Ms Ivana Bartoletti; Ms Roma Datta Chobey; Ms Sandhya Varanasi; Ms Sarah E. Kemp; Ms Sarika Gulyani; Ms. Deepti Gaur Mukerjee,FICCI,Main Summit Session,692591ed6565584117530d1d,True,
5316,Innovation to Impact: AI as a Public Health Gamechanger,"Health is central to India's socioeconomic progress and a core pillar under AI for Economic Development and Social Good. With strong digital public health infrastructure through ABDM, global IT leadership, and growing AI R&D ecosystems, India is poised to scale AI from innovation to impact. The roundtable ""Innovation to Impact: AI as a Public Health Gamechanger"" will drive actionable pathways across policy, adoption, public–private collaboration, and outcome-driven AI deployment, unlocking economic, social, and health dividends",2026-02-17,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 19,Dr. Bishnu Panigrahi; Dr. V. K. Paul; Mr. Aman Sharma; Mr. Aseem Sahu; Mr. Bharat Sesha; Mr. Harsh Mahajan; Mr. Neeraj Jain; Mr. Nico Schiettekatte; Mr. Roy Jakobs; Ms. Anupriya Patel,Philips India Limited,Main Summit Session,692ace856301504975ed1bc9,True,
5378,GenAI Talent Imperative: Building Global Future Workforce,"GenAI Talent Imperative: Building the Global Future Workforce is a high-impact roundtable bringing together leaders from industry, academia, and government to shape the future of AI-ready talent. As Generative AI rapidly transforms roles, skills, and productivity, this session will explore workforce readiness, emerging GenAI skill requirements, and scalable skilling frameworks. Join the dialogue to align policy, education, and industry needs for building a globally competitive, future-ready workforce.",2026-02-17,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 14,Dr Abhilasha Gaur; Emily Bastedo; Indrani Choudhury; Jagdish Mitra; Neha Jain; Nitin Seth; Pramod P.J.; Prof Jai Prakash; Prof Jyoti Kumar; Rishikesh Patnakar,Nasscom  FutureSkills Prime  A MeitY-nasscom Digital Skilling Initiative,Main Summit Session,692c00a3121bbf4c4407c37b,True,
5442,Scaling Enterprise Transformation - How India Can Leapfrog in the AI Economy,"This session brings together leading disruptors, VCs, and AI practitioners who have leveraged AI to drive transformation across organizations of varying scale and industries. Drawing on real-world experience, the session cuts through hype to reveal what it truly takes to win in the AI era—and pitfalls stalling enterprise transformations. Key topics include decoupling revenue from costs while accelerating growth; building AI-native, innovation-led organizations; and moving beyond pilots to diffuse AI enterprise-wide for lasting impact.",2026-02-17,10:30:00.000,,Bharat Mandapam,L2 Audi 1,Arpan Sheth; Karthik Reddy; Sravanth Aluru; Tejeshwi Sharma,Bain & Company,Main Summit Session,692c8016317a4729d4fc6c37,True,
5424,AI and the State: Policy and Practice in Government,"The panel will explore how governments can approach AI deployment differently from private sector actors, including how procurement decisions can influence market outcomes in the public interest. It will examine the role of safety research, measurement, evaluation, and community participation in supporting responsible public sector AI deployment. The discussion will also consider how red-teaming, ongoing assessment, and evaluation processes can strengthen transparency and accountability.",2026-02-17,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 9,Christine Custis; Gaia Marcus; Prof. Alondra Nelson; Rumman Chowdhury; Stephanie Ifayemi,AI Policy and Governance Working Group (AIPGWG),Main Summit Session,692c59a09dae410baefaf6f5,True,
5409,"World Café
Cross-Border Applied AI
Joint Research, Innovation and Startup Communities: Turn Expertise into Practical Next Steps for International AI Collaboration.","World Café: Cross-Border Applied AI brings together global researchers, startups, SMEs, policymakers, and industry leaders to turn expertise into action. This interactive session focuses on practical, sovereignty-aware models for international AI collaboration—spanning joint research, innovation, and startup ecosystems. Aligned with the India AI Impact Summit's Sutras and Chakras, the discussion is designed to generate concrete outcomes that directly inform Summit deliberations and enable meaningful, cross-border AI partnerships.",2026-02-17,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 15,Alexandra Bech Gjørv; Anand kamannavar; Anil Sharma; Pasi Toivanen; Sagar Sen,SINTEF AS,Main Summit Session,692c2fdfdf1cd7f3189df1c5,True,
5397,"Planet-Scale Intelligence for Economic Growth: AgriStack, Climate AI, and Foundational Models for Global Impact","This session explores how planet-scale intelligence built on AI, Earth observation and Digital Public Infrastructure can move from pilots to production and reshape real economies. Anchored in India's experience with AgriStack, it examines climate-smart credit, resilient food systems, and risk-informed public spending, with lessons for the Global South. Speakers will discuss foundational Earth models, governance and validation layers, and the public–private architectures needed to make AI a trusted, shared asset for inclusive growth.",2026-02-17,10:30:00.000,,Bharat Mandapam,West Wing Room No. 6,"Abhishek Arora; Derick Jose; Gaurav Aggarwal; Suman Chandra Rawat, IAS",SatSure Analytics India Private Limited,Main Summit Session,692c1c138c2fe8ea632625c0,True,
5117,Harnessing AI for Equitable and Resilient Health Systems,"This session convenes policymakers, industry, technologists, and public health experts to explore how AI can be responsibly scaled to deliver health system impact. With reference to case studies and innovation platforms, it will examine practical pathways for moving from pilots to sustainable, system-level adoption. The session will explore governance, standards, and ethical considerations for responsible AI adoption and identify pathways for inclusive and equitable AI adoption, particularly in low- and middle-income countries.",2026-02-17,10:30:00.000,,Bharat Mandapam,West Wing Room 4 A,Aparnaa Somanathan; Geetha Manjunath; Kalavathi GV; Karthik Adapa; Kiran Gopal Vaska; Mamta Murthi; Pramod Varma; Preetha Reddy,The World Bank,Main Summit Session,IA30,True,
5134,"AI, Innovation and Collaboration: Shaping Resilient Economies","This panel examines how innovation and collaboration can transform AI data centers into strategic assets for secure, reliable, and affordable power systems. Bringing together hyperscalers, utilities, and public sector leaders from the United States and India, it will explore advances in compute efficiency, cooling, grid integration, and demand flexibility, alongside enabling policy frameworks that strengthen power systems and position AI infrastructure as a catalyst for long-term resilience and economic growth.",2026-02-17,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 6,Mr. Abhishek Ranjan; Mr. Deepesh Kiran Nanda; Mr. Jal Desai; Ms. Jaquelin Cochran,U.S. Department of Energy (DOE) National Renewable Energy Laboratory (NREL),Main Summit Session,691637905d05f4811c97b071,True,
5329,The AI–Energy–Finance Trifecta: Future-Proofing India's Datacenters,"The session explores how accelerating AI adoption is driving a surge in data center energy demand while also creating new opportunities for efficiency, resilience, and sustainability. It brings together experts to examine the AI–Energy–Finance Trifecta—highlighting renewable integration, intelligent energy management, and innovative financing. The discussion aims to chart collaborative pathways for building green, resilient, and future‑ready data centers aligned with India's digital and net‑zero ambitions.",2026-02-17,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 10,"Dr. Ashish Kumar Goel, IAS; Jitendra Srivastava, IAS; Mani Khurana; MoeZ Cherif; Sandeep Bandivdekar; Vrushali Gaud",REC Limited,Main Summit Session,692b15a8acf994afcaa16459,True,
5157,AI-Powered Ports: Reimagining Efficiency and Operations,"The session will examine how AI is redefining ports as intelligent national infrastructure rather than merely operational logistics assets. It will focus on AI's role in enhancing efficiency, resilience, risk management, and governance in the maritime sector, while addressing workforce transition, policy frameworks, and responsible adoption.",2026-02-17,10:30:00.000,,Bharat Mandapam,West Wing Room 4 B,Dr. Manish Tiwari; Mr Susanta Kumar Purohit; Mr. Dhruv Kotak; Mr. Subrat Tripathy; Mr. T. K. Ramachandran; Prof. Gaurav Vallabh,"Institute for Governance, Policies and Politics, New Delhi",Main Summit Session,691714ea5d05f4811c9844ff,True,
5450,AI for National Defence,"This session brings together senior stakeholders from India's defence ecosystem to explore Secure by Design principles for AI in national defence. Speakers representing the Army, Navy, and Air Force will join participants from the private sector to share operational, strategic, and technological perspectives. The discussion will examine secure AI development, deployment challenges, governance approaches, and cross-sector collaboration to support resilient and mission-ready AI systems for defence applications.",2026-02-17,10:30:00.000,,Sushma Swaraj Bhavan,Chanakya Auditorium,Manoj Jain; Suhas Gopinath,Globals ITES Pvt Ltd.,Main Summit Session,692c8cefeb13daef2e5474c7,True,
5328,From Co-Design to Courtroom: Building a Fair Trial Adviser for Justice Systems,"This session explores how collaborative, human-centred AI can strengthen fair trial guarantees across justice systems. Drawing on results from a pre-Summit hackathon, it presents a prototype Fair Trial Adviser that delivers transparent, citation-based legal guidance across languages. The discussion will highlight co-design, ethical safeguards, explainability, and inclusive access, alongside emerging guidelines for safe, responsible, and judicial AI.",2026-02-17,10:30:00.000,,Sushma Swaraj Bhavan,Nalanda Banquet,Daisy Peterson; Lodovica Raparelli; Wassim Hamidouche,Oxford Institute of Technology and Justice,Main Summit Session,692b0e6e79d045d40ae1fb04,True,
5190,Cybersecurity Strategy in Era of AI,"As digital infrastructure drives the global economy, cybercrime costs reach $10.5 trillion annually in 2025, with AI-assisted attacks surging 72%. This panel examines AI-powered defence mechanisms—predictive threat detection, automated response, and machine learning-based assessment—as essential countermeasures. Industry and government leaders will discover strategies for implementing next-generation architectures leveraging AI systems that detect threats faster and reduce breach costs, securing critical infrastructure against evolving cyber threats.",2026-02-17,11:30:00.000,,Sushma Swaraj Bhavan,Chanakya Auditorium,Dr Huzur Saran; Dr Sanjay Bahl; Dr Srikanta Bedathur; Dr. Gaurav Gupta MeITY; Mohit Joshi; Rajat Maheshwari,Mastercard,Main Summit Session,6918429559272e76d28a8ea0,True,
5293,AI for Disability Inclusion: Global Lessons on Accessibility by Design,"""AI for Disability Inclusion: Global Lessons on Accessibility by Design"" examines how artificial intelligence can advance disability inclusion through an accessibility-by-design approach. Convened by The Quantum Hub (TQH), the Royal Society (UK), and the Department of Empowerment of Persons with Disabilities, Government of India, it brings together leaders from government, industry, and civil society. Drawing on global evidence, the discussion will focus on co-designing AI solutions with persons with disabilities and on policy safeguards aligned with India's social empowerment priorities.",2026-02-17,11:30:00.000,,Bharat Mandapam,West Wing Room 4 A,Andrew Fleming; Manmeet Nanda; Mr. Agustya Mehta; Mr. Amar Jain; Mr. Tukaram Mundhe; Nipun Malhotra; Professor Alison Noble,The Quantum Hub,Main Summit Session,6929d7953b3e8d7e576a98b2,True,
5527,Universities as Clty-Scale AI Catalysts: Delhi's Path from Research to Public Impact,"90-minute programme opens with a 10-minute institutional framing by NSUT and STPI on Delhi’s AI ecosystem and universities’ convening role. A 15-minute keynote by Prof. Anand Srivastava links academic leadership to responsible city-scale AI, curriculum, research, and industry engagement. A 40-minute panel explores translating research to deployment, talent, incubation, inclusivity, and scaling pilots with academic, STPI, government, industry, and policy experts. A 15-minute NSUT - STPI showcase presents 2–3 initiatives. Closing 10-minute reflections outline collaboration pathways ahead.",2026-02-17,11:30:00.000,13:00:00.000,Bharat Mandapam - Expo Area,Hall No. 5 First Floor - Session Hall 1," Prof. Anand Srivastava, VC, NSUT2;  Sh. Varun Aggarwal Co-founder, Aspiring Minds;  Ms. Maya Sherman, Head, Innovation, at Embassy of Israel in India",STPI & NSUT,,,,
5136,AI-DPI Experimentation and the Role of Sandboxes,"This session explores how sandboxes can support safe, accountable, and trustworthy AI adoption in DPI systems. Through presentations and panel discussion, participants will engage with practitioners to examine challenges and complexities introduced by AI-enabled capabilities in DPI. The conversation will focus on how sandboxes provide controlled settings to test new technologies while fostering trust through diverse stakeholder involvement. Participants will leave with practical governance insights and design principles for building inclusive and scalable AI-powered DPI.",2026-02-17,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 8,Alexandru Oprunenco; Dr. Nkundwe Moses Mwasaga; Dr. Verena Kontschieder; Kavita Bhatia; Lorrayne Porciuncula; Morine Amutorine; Sushant Kumar,Datasphere Initiative Foundation,Main Summit Session,6916483e5d05f4811c97ba86,True,
5159,Global AI Assurance and Standards: From Principles to Proof,"This session brings together leaders from policy, industry, and certification bodies to explore how AI assurance is shaping governance and practice. It will spotlight key practical standards, real-world adoption across sectors, India's strategic role in quality infrastructure, and UK-India collaboration on standards, skills, and market access to build trust and responsible AI globally.",2026-02-17,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 15,Bindya S RaJ; Carsten Maple; Natasha Crampton; Raj Bharat Patel; Sue Daley OBE; Tim Mcgarr,techUK,Main Summit Session,69171d7d5d05f4811c984e11,True,
5395,AI Diplomacy: Asia Leads – Governing Artificial Intelligence in a Fragmented World,"As AI reshapes global security faster than treaties can anticipate, traditional governance is falling behind. This session proposes ""AI Diplomacy""—shifting the focus from rigid harmonization to establishing operational ""fire-breaks"" for immediate risks. Convening ministers and experts, we explore how Asian leadership can secure trusted lines of communication in a fragmented world. Join this high-level dialogue to transition from abstract ethics to durable, cross-border crisis mechanisms.",2026-02-17,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 9,Anne Marie; Azizjon Azimi; Dr. Yuko Harayama; H.E. Mr. Nezar Patria; Prof Alejandro Reyes; Prof ⁠Stuart Russell OBE; Wan Sie Lee,AI Safety Asia,Main Summit Session,692c1ba28c2fe8ea63262566,True,
5172,"Responsible AI for Health: Governance, Implementation and Investment Considerations","This session will explore real-world experiences in implementing AI in health systems, highlighting key governance and regulatory challenges alongside enabling factors such as data systems, partnerships, leadership, and financing. Drawing on country insights and aligned with global AI governance and normative processes, the session will advance dialogue on ethical, equitable, and people-centred deployment. It will conclude with shared priorities and practical pathways for partnership and investment to support responsible scale-up.",2026-02-17,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 19,Alain Labrique; Andreas Reis; Divleen Jeji; Emily Muller; Sameer Pujari; Suneeta Krishnan; Sunil Kumar Barnwal; Ulrike Till,World Health Organization,Main Summit Session,69173eea5d05f4811c986cfe,True,
5159,Global AI Assurance and Standards: From Principles to Proof,"This session brings together leaders from policy, industry, and certification bodies to explore how AI assurance is shaping governance and practice. It will spotlight key practical standards, real-world adoption across sectors, India's strategic role in quality infrastructure, and UK-India collaboration on standards, skills, and market access to build trust and responsible AI globally.",2026-02-17,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 15,Bindya S RaJ; Carsten Maple; Natasha Crampton; Raj Bharat Patel; Sue Daley OBE; Tim Mcgarr,techUK,Main Summit Session,69171d7d5d05f4811c984e11,True,
5527,Universities as Clty-Scale AI Catalysts: Delhi's Path from Research to Public Impact,"90-minute programme opens with a 10-minute institutional framing by NSUT and STPI on Delhi’s AI ecosystem and universities’ convening role. A 15-minute keynote by Prof. Anand Srivastava links academic leadership to responsible city-scale AI, curriculum, research, and industry engagement. A 40-minute panel explores translating research to deployment, talent, incubation, inclusivity, and scaling pilots with academic, STPI, government, industry, and policy experts. A 15-minute NSUT - STPI showcase presents 2–3 initiatives. Closing 10-minute reflections outline collaboration pathways ahead.",2026-02-17,11:30:00.000,13:00:00.000,Bharat Mandapam - Expo Area,Hall No. 5 First Floor - Session Hall 1," Prof. Anand Srivastava, VC, NSUT2;  Sh. Varun Aggarwal Co-founder, Aspiring Minds;  Ms. Maya Sherman, Head, Innovation, at Embassy of Israel in India",STPI & NSUT,,,,
5172,"Responsible AI for Health: Governance, Implementation and Investment Considerations","This session will explore real-world experiences in implementing AI in health systems, highlighting key governance and regulatory challenges alongside enabling factors such as data systems, partnerships, leadership, and financing. Drawing on country insights and aligned with global AI governance and normative processes, the session will advance dialogue on ethical, equitable, and people-centred deployment. It will conclude with shared priorities and practical pathways for partnership and investment to support responsible scale-up.",2026-02-17,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 19,Alain Labrique; Andreas Reis; Divleen Jeji; Emily Muller; Sameer Pujari; Suneeta Krishnan; Sunil Kumar Barnwal; Ulrike Till,World Health Organization,Main Summit Session,69173eea5d05f4811c986cfe,True,
5322,Building Trust in the Age of Synthetic Media,"The rapid rise of generative AI and synthetic media has heightened risks to trust, attribution, and accountability online. This session explores how content provenance standards can address these challenges. It will outline the synthetic media landscape, and how provenance clarifies content creation and modification.",2026-02-17,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 14,Andrew Jenks; Andy Parsons; Deepak Goel; Gail Kent; John Miller; Sameer Boray,Coalition for Content Provenance and Authenticity (C2PA),Main Summit Session,692afa126f935460efddd752,True,
5190,Cybersecurity Strategy in Era of AI,"As digital infrastructure drives the global economy, cybercrime costs reach $10.5 trillion annually in 2025, with AI-assisted attacks surging 72%. This panel examines AI-powered defence mechanisms—predictive threat detection, automated response, and machine learning-based assessment—as essential countermeasures. Industry and government leaders will discover strategies for implementing next-generation architectures leveraging AI systems that detect threats faster and reduce breach costs, securing critical infrastructure against evolving cyber threats.",2026-02-17,11:30:00.000,,Sushma Swaraj Bhavan,Chanakya Auditorium,Dr Huzur Saran; Dr Sanjay Bahl; Dr Srikanta Bedathur; Dr. Gaurav Gupta MeITY; Mohit Joshi; Rajat Maheshwari,Mastercard,Main Summit Session,6918429559272e76d28a8ea0,True,
5107,AI in Governance: Revolutionising Government Efficiency,"As governments increasingly apply AI tools, how can evidence guide their use towards effective and equitable public service delivery of targeted schemes? This session, featuring a researcher presentation followed by a panel discussion with experts, highlights findings from a randomised study that tested whether machine learning can improve the targeting of social services. Building on these results, the participants will learn how rigorous evidence can help adopt AI to strengthen state capacity and broaden political participation.",2026-02-17,11:40:00.000,,Bharat Mandapam,L2 Audi 2,Dean Karlan; Kapil Viswanathan; Mohammed Y. Safirulla; Utkarsh Saxena,J-PAL,Main Summit Session,IA21-03,True,
5474,AI Masterclass in Financial Services,"This immersive session will highlight how AI is transforming the BFSI landscape, both in India and globally. In this masterclass specially curated for professionals in financial services, Tata Consultancy Services will equip participants with practical strategies for implementing AI, including outcome-driven design and guidance on scaling AI safely, within regulatory standards. Attendees will also gain hands-on experience with advanced AI technologies, such as Voice-AI and domain-adapted models, while addressing real-world challenges.",2026-02-17,12:00:00.000,,Bharat Mandapam,L1 Meeting Room No. 17,Babu Unnikrishnan,Tata Consultancy Services Limited,Main Summit Session,IA54-13,True,
5369,"Democratizing AI Resources: Research Pathways to Open, Equitable Access","The session examines how to democratise AI across India's social and economic landscape so that people, communities, industry, and government benefit safely. It promotes a platform approach beyond models, offering shared building blocks for data, compute, skills, evaluation, and trusted deployment. Discussion covers privacy-preserving data collaboration, India-ready multilingual benchmarks, cost-efficient optimisation, and responsible, auditable architectures with policy controls, centring human-AI collaboration for judgment, empathy, intent, and accountability across sectors and diverse populations.",2026-02-17,12:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 6,Mr. AR Ganesh; Mr. Arun Jain; Smt. Neeta Shah; Smt. Sandhya Arun,Intellect Design Arena Limited,Main Summit Session,692be15e055b84fadfd4facd,True,
5427,Women in Climate and AI - Bridging the Gender Gap in Innovation,The objective of this panel is to highlight the importance of gender and it's necessity as the core for climate success. This session will focus on two priorities: changing the big systems (how money and rules work) and valuing local expertise (how women's hands-on knowledge makes AI smarter).,2026-02-17,12:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 9,Ms. Pooja Kini; Samhita R; Shalabh Tandon; Vrushali Gaud,Climate Collective Foundation,Main Summit Session,692c5c1a9dae410baefaf9f7,True,
5215,"AI and the Future of Creativity: Power, Originality, and Public Imagination","This session explores the paradox of AI-driven creativity—its power to democratize expression while endangering artists and cultural workers. Panelists will address authenticity, consent, and fairness in creative AI, equitable access for global creators, and safeguards against manipulation. Discussions will focus on AI's impact on livelihoods, data ethics, and open ecosystems, producing 5–7 guiding principles on provenance, consent, remuneration, transparency, and cultural infrastructure for global AI and creativity policy frameworks.",2026-02-17,12:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 19,Divya Siddarth; Nabiha Syed; Nikkhil Advani; Saranyan Vigraham,Mozilla Foundation,Main Summit Session,691d92871ed12d520c20f2f2,True,
5276,Digital Public Goods for Global AI Equity,"This session examines the role of Digital Public Goods (DPGs) in advancing global AI equity, aligned with the AI Impact Summit 2026 focus on inclusive and responsible AI. As AI accelerates, access to AI resources and capabilities is becoming an important public-policy consideration. The discussion explores how open data and open-source tools enable context-sensitive AI ecosystems, drawing on relevant initiatives to identify pathways for expanding access to AI.",2026-02-17,12:30:00.000,,Bharat Mandapam,L2 Audi 1,Mr. John Dickerson; Ms. Chenai Chair; Ms. Lea Gimpel; Ms. Urvashi Aneja,Digital Public Goods Alliance,Main Summit Session,69299b479b7ea3d1d5c18bf9,True,
